node,name,in_closeness,out_closeness,betweenness
720575940624323592,CRE.FB.22,2.880531,3.218086,0.0
720575940624331722,FB.CRE.36,2.35236,3.496298,0.0
720575940624341436,FB.1365,2.836347,1.40356,0.0
720575940624346917,AOTU.FB.31,2.232754,2.160406,0.0
720575940624356234,EB.321,0.770741,2.860878,0.0
720575940624364474,FB.1061,3.056293,3.127606,0.0
720575940624373837,EB.125,0.691545,0.825288,0.0
720575940624381966,FB.75,3.461978,4.065975,0.005501
720575940624383892,FB.171,3.249698,4.11316,0.000731
720575940624403044,FB.1336,2.228794,3.421639,0.0
720575940624417052,FB.806,3.276413,2.845737,0.001843
720575940624437735,FB.179,3.127285,3.65345,0.0
720575940624449428,FB.597,3.101392,2.848958,9e-06
720575940624469444,AOTU.FB.1,2.511888,2.669854,0.004996
720575940624483216,FB.885,2.715011,2.84858,1e-06
720575940624560392,FB.688,2.990451,3.309769,0.0
720575940624562952,NO.FB.17,4.195812,3.577402,0.0
720575940624576258,FB.1248,2.983474,3.015656,1e-05
720575940624583708,FB.654,3.128265,3.703737,0.001784
720575940624602957,FB.589,3.235327,3.093857,0.0
720575940624608714,NO.221,2.084529,0.479439,0.0
720575940624611018,FB.395,3.045433,4.870896,0.000966
720575940624617397,NO.6,2.842907,1.225577,0.000163
720575940624634040,AOTU.FB.43,2.074689,1.783351,0.0
720575940624689130,FB.SMP.57,2.063114,3.058938,0.0
720575940624700674,FB.884,2.985453,4.137793,0.0
720575940624730638,FB.271,3.278974,3.838109,8e-05
720575940624737869,NO.72,3.889209,2.388472,0.0
720575940624754981,FB.LAL.5,1.114419,4.836251,0.003683
720575940624773916,FB.1247,3.068608,1.538819,6e-06
720575940624783287,EB.247,1.112412,3.181926,0.000618
720575940624824963,FB.1100,3.108288,2.982238,7e-06
720575940624827523,NO.23,2.663163,0.757444,0.0
720575940624836810,NO.73,2.647354,0.635133,0.0
720575940624861017,FB.1039,2.699718,2.29334,0.0
720575940624863516,FB.844,2.721557,4.121349,0.0
720575940624888880,FB.84,3.014194,4.409287,0.021156
720575940624892858,FB.306,3.149763,3.627081,1e-06
720575940624895821,FB.918,3.106486,3.655503,6.5e-05
720575940624905404,FB.140,3.026348,4.748102,0.008433
720575940624940336,FB.559,3.405059,3.801042,0.004399
720575940625021796,EB.138,1.788833,0.227585,0.000983
720575940625029925,FB.1153,2.945703,3.174847,0.0
720575940625061918,FB.1399,1.648839,2.898543,0.0
720575940625131913,NO.FB.50,2.499022,2.061195,0.0
720575940625142936,FB.162,2.847481,3.215456,0.007688
720575940625144604,FB.470,2.870689,4.183333,3e-06
720575940625146109,FB.376,2.918457,3.344136,1e-06
720575940625156745,SMP.1228,2.642001,2.508493,0.0
720575940625175960,AOTU.FB.52,2.101706,2.247777,0.0
720575940625176092,NO.106,2.353639,2.033597,0.0
720575940625218685,EB.277,0.4358,3.642708,0.000564
720575940625294217,FB.1224,2.610415,3.221739,0.000127
720575940625301604,FB.270,2.998704,2.461429,0.000588
720575940625308162,FB.LAL.7,1.921443,4.771623,0.002197
720575940625328842,SLP.FB.15,3.390764,1.930477,0.0
720575940625346362,FB.1171,2.81698,3.117983,0.0
720575940625349961,FB.1005,3.667106,2.711361,3.2e-05
720575940625378121,FB.724,3.236298,3.039189,9e-06
720575940625390266,SMP.1384,2.697599,2.335725,0.0
720575940625392650,FB.106,3.002025,4.634293,0.004965
720575940625395096,FB.1002,2.786899,2.952647,0.000171
720575940625415196,SMP.FB.25,3.371863,3.394707,0.0
720575940625424642,NO.FB.54,2.700661,0.646216,0.0
720575940625437706,FB.905,2.711923,2.777183,1e-06
720575940625439690,CRE.FB.32,3.06406,2.973403,2.5e-05
720575940625453145,NO.92,2.353754,2.492784,1e-06
720575940625455247,FB.2,3.523573,4.577524,0.008614
720575940625493604,FB.CRE.15,2.335842,3.082273,0.0
720575940625506027,EB.300,0.76812,3.60211,0.00077
720575940625511762,EB.110,0.489074,0.783651,0.0
720575940625516830,EB.152,0.770184,1.285354,0.000259
720575940625535621,FB.484,3.133835,3.008294,0.000142
720575940625537301,NO.119,2.23304,0.630282,0.0
720575940625541434,PB.FB.4,4.225678,3.678804,0.001616
720575940625556611,FB.532,3.003912,3.813018,8.7e-05
720575940625579141,FB.204,2.874144,4.699178,0.002335
720575940625604098,FB.1048,2.831417,2.12,0.0
720575940625609810,FB.1246,2.994258,3.700535,0.0
720575940625630993,FB.1132,2.904078,3.034268,0.0
720575940625636964,FB.548,3.716262,3.464647,0.0
720575940625637562,FB.263,3.122939,4.907416,0.002427
720575940625649214,FB.5,3.926123,3.466928,0.040867
720575940625649726,FB.1099,2.597638,2.249104,4.5e-05
720575940625653223,EB.116,2.076752,1.585946,0.000987
720575940625667721,SMP.FB.19,3.179828,3.658327,0.001281
720575940625678650,FB.469,3.090663,4.74587,0.002902
720575940625680784,CRE.FB.34,3.811907,3.687686,0.0
720575940625683077,FB.843,2.961046,3.518003,2e-06
720575940625698279,FB.54,3.408998,4.362551,0.001601
720575940625703824,FB.183,3.217281,3.271001,1.2e-05
720575940625721331,FB.715,3.536455,4.478274,0.00236
720575940625733909,FB.1245,2.932321,3.241968,0.0
720575940625750415,FB.413,3.267737,3.954887,0.000918
720575940625760017,FB.904,3.070285,3.589845,0.0
720575940625781180,FB.1268,3.098538,3.565935,0.0
720575940625787536,FB.35,3.22589,4.368684,3.6e-05
720575940625796133,FB.196,3.281365,3.913911,0.0
720575940625805906,AOTU.FB.27,2.292685,2.07816,0.001198
720575940625816212,FB.874,2.712879,4.318287,0.000706
720575940625817256,FB.1244,2.901262,3.101126,0.001006
720575940625819535,AOTU.BU.13,2.218356,1.799418,0.000987
720575940625821017,NO.118,2.340947,1.951129,3e-06
720575940625824999,LAL.496,2.001233,2.136685,0.0
720575940625848330,AOTU.FB.21,2.150051,2.0592,0.000242
720575940625850938,FB.114,3.323214,4.628495,0.00611
720575940625863336,FB.1346,2.733316,1.40102,0.0
720575940625863690,FB.739,2.767743,1.840143,0.000628
720575940625864581,FB.SMP.10,1.99792,3.635781,0.0
720575940625875402,FB.357,2.817121,3.16425,6.9e-05
720575940625880472,FB.547,3.020456,4.552345,0.006685
720575940625899751,FB.863,3.446432,2.174911,9.7e-05
720575940625902823,FB.268,3.178599,4.369423,0.001691
720575940625905295,FB.1077,2.956576,2.534411,0.000259
720575940625925892,FB.1243,2.877811,3.349844,0.0
720575940625925898,FB.CRE.66,2.13919,3.707723,0.0
720575940625932275,FB.MB_ML.11,3.033955,4.285713,0.000108
720575940625938856,FB.738,2.847513,3.020598,0.000907
720575940625951321,NO.FB.52,2.670198,2.364054,3e-06
720575940625952584,FB.1170,3.041453,2.421412,1.6e-05
720575940625962152,FB.46,3.606014,3.853682,0.050013
720575940625968515,FB.526,3.258084,4.629296,3.6e-05
720575940625968792,FB.463,2.991435,4.636013,0.000647
720575940625969064,FB.974,2.94415,3.179134,0.0
720575940626012072,FB.477,3.07432,2.815161,0.0
720575940626038403,SLP.FB.14,2.418544,1.557322,8e-06
720575940626048540,AOTU.FB.20,2.264903,1.933381,0.001169
720575940626048711,FB.1038,3.043827,2.683367,0.0
720575940626063944,FB.721,2.726803,2.991532,5e-05
720575940626090782,FB.767,3.399375,2.794029,0.000768
720575940626102790,FB.902,2.789462,3.024507,0.000407
720575940626111527,FB.1364,2.234303,3.365911,0.0
720575940626137895,EB.33,0.749553,0.344626,3e-06
720575940626138008,FB.294,3.127027,3.852898,0.0
720575940626140420,SMP.FB.2,3.388888,3.600804,0.017619
720575940626158223,FB.SMP.17,2.199663,3.547938,0.0
720575940626166012,FB.1322,2.901081,2.968404,0.0
720575940626180358,FB.610,3.25549,4.049737,1.2e-05
720575940626196732,FB.202,3.130102,3.837894,0.0
720575940626205702,FB.1098,3.105976,2.968075,0.0
720575940626216177,FB.1345,2.813754,3.21963,0.0
720575940626302982,FB.987,3.175893,3.417196,0.0
720575940626304936,FB.687,3.170439,3.24498,0.000193
720575940626314061,FB.609,2.753382,3.060221,3.8e-05
720575940626315207,PB.17,3.172041,3.863761,0.000986
720575940626316606,FB.194,3.196,3.611255,1.5e-05
720575940626327046,FB.SMP.112,2.586259,2.053381,0.0
720575940626343305,FB.105,3.486683,3.961514,0.00816
720575940626347848,FB.825,2.684435,2.754432,2e-06
720575940626351256,FB.CRE.16,2.665238,3.195831,1e-06
720575940626355081,FB.901,2.898839,3.244223,0.0
720575940626356648,FB.917,2.918918,4.4917,0.000146
720575940626363654,EB.158,0.766185,2.261006,1e-06
720575940626371898,FB.842,3.299824,4.481219,0.00016
720575940626375305,FB.468,3.074899,4.484654,0.0
720575940626382973,FB.1321,2.614786,3.057404,0.0
720575940626397127,FB.1131,2.936969,1.909717,0.0
720575940626408177,FB.441,3.187056,3.102782,2e-06
720575940626429383,FB.624,3.423895,3.624752,1e-06
720575940626449082,GA.PB.2,1.633397,0.160802,0.0
720575940626456083,EB.151,0.435121,0.785883,0.0
720575940626469898,FB.436,3.073764,4.697992,0.001038
720575940626471957,FB.LAL.38,0.750742,3.261894,0.003534
720575940626479674,FB.1047,3.419497,2.186632,0.0
720575940626485514,SMP.FB.16,3.42035,3.589554,0.000269
720575940626500233,FB.986,2.265955,3.824194,0.0
720575940626510666,FB.602,2.914544,2.887086,0.000954
720575940626526986,SLP.FB.13,3.009104,1.809079,0.0
720575940626533714,FB.669,2.902974,4.399489,0.00036
720575940626534986,NO.105,2.257552,2.224164,0.0
720575940626541075,FB.1281,2.591355,2.703392,0.0
720575940626561448,SMP.FB.44,2.700103,1.8262,0.0
720575940626579185,NO.155,2.193975,1.326546,0.0
720575940626605211,FB.1028,3.146732,2.988193,0.0
720575940626609128,FB.766,3.104751,3.658709,2e-06
720575940626612254,FB.86,3.452546,4.210439,0.000321
720575940626646790,FB.1027,3.065809,2.50072,1e-06
720575940626658577,FB.497,2.774338,4.000999,3e-06
720575940626660358,FB.525,3.029357,3.293067,0.001077
720575940626666345,FB.412,2.847512,4.38441,6e-06
720575940626666857,FB.1200,3.168083,3.205678,0.0
720575940626682384,FB.1026,2.680327,2.542259,0.0
720575940626692039,NO.41,4.053846,2.216518,0.0
720575940626721835,EB.61,1.234455,0.806522,0.0
720575940626753935,SMP.FB.14,3.065679,3.195035,0.0
720575940626778217,FB.790,2.34295,4.403229,0.0
720575940626780422,AOTU.FB.26,2.110317,2.520737,0.000987
720575940626781522,NO.FB.9,3.020143,1.203125,0.001319
720575940626793871,FB.453,3.039764,4.621575,0.000205
720575940626798480,FB.388,2.959377,4.528024,0.000876
720575940626800400,FB.1319,2.757679,2.869292,0.0
720575940626812777,FB.139,4.160232,3.960285,0.042674
720575940626814666,FB.487,3.229716,4.629628,0.000204
720575940626819088,FB.805,2.845836,2.892662,0.000125
720575940626827024,EB.290,0.768101,3.377077,0.0
720575940626849301,FB.99,3.534458,3.544694,0.012317
720575940626858831,FB.1169,2.716325,3.079911,0.0
720575940626859599,FB.1242,2.951237,3.068199,0.000985
720575940626894588,NO.45,2.403095,2.297046,0.0
720575940626898504,FB.869,3.003546,3.768998,3e-06
720575940626923029,FB.1076,3.004235,2.621777,0.0
720575940626972090,FB.238,3.314658,3.485553,8.5e-05
720575940626973821,FB.507,3.08342,3.82269,9e-06
720575940627033875,FB.375,3.223398,4.667182,0.010532
720575940627038792,FB.234,3.298953,3.371232,3.7e-05
720575940627046479,FB.1199,3.068019,2.792107,0.0
720575940627048976,FB.1097,3.075096,2.950335,0.0
720575940627054988,FB.868,3.096013,3.537089,1.3e-05
720575940627082500,FB.147,3.156193,4.14993,0.002309
720575940627097862,CRE.FB.40,3.212346,2.387815,0.0
720575940627104259,FB.704,2.555177,3.357702,2e-06
720575940627109116,FB.319,3.457601,3.478497,5.2e-05
720575940627126787,FB.973,2.608221,4.014077,0.0
720575940627145627,FB.1280,3.049742,3.120098,0.0
720575940627159498,FB.282,2.589176,2.920075,0.001766
720575940627161700,EB.239,1.585218,3.784441,0.00138
720575940627162344,FB.216,3.096477,4.844037,0.002235
720575940627174928,FB.1198,2.698025,2.258134,1e-06
720575940627194267,FB.304,3.070906,3.287015,0.0
720575940627212806,SMP.FB.28,2.714388,2.064678,0.0
720575940627227654,SMP.FB.7,3.323316,3.55271,1.6e-05
720575940627228328,FB.789,3.285449,4.251759,0.001551
720575940627241402,FB.252,3.279045,3.682111,0.000102
720575940627243267,AOTU.FB.42,2.267277,2.277785,0.001971
720575940627264062,SMP.FB.1,3.36119,4.413703,0.018728
720575940627269562,FB.906,3.005223,3.274756,2.4e-05
720575940627296396,FB.1344,2.998505,3.148343,0.0
720575940627299227,EB.251,0.522666,3.441066,5e-06
720575940627299483,EB.337,0.707456,3.607169,0.0009
720575940627306124,FB.1197,2.876985,2.784736,0.0
720575940627342211,FB.864,3.39267,2.683871,0.000381
720575940627357969,FB.191,3.384207,3.588716,0.001691
720575940627377346,FB.1152,2.778089,3.164486,0.0
720575940627385031,NO.FB.19,4.055865,3.346382,0.000145
720575940627399783,FB.1318,2.538875,3.149395,0.0
720575940627400776,FB.128,3.253424,4.786381,0.008199
720575940627418750,NO.17,2.764569,0.549401,3e-06
720575940627424199,FB.596,2.960156,2.902484,1e-06
720575940627425276,CRE.FB.29,2.997098,2.763908,1.1e-05
720575940627426069,FB.737,3.019926,3.011422,0.00168
720575940627426919,FB.840,2.418126,4.214439,0.0
720575940627433288,LAL.FB.6,3.025189,1.882266,0.0
720575940627446090,CRE.FB.15,3.200283,2.673457,6.1e-05
720575940627460337,FB.653,3.216805,4.147776,0.000981
720575940627526376,FB.1415,2.605671,2.273551,0.0
720575940627543171,FB.958,2.831077,2.673418,4e-05
720575940627557909,FB.334,3.209079,3.254448,0.0
720575940627569658,FB.703,2.804315,4.481942,0.007815
720575940627602814,FB.SMP.83,2.162047,2.943389,0.0
720575940627617866,FB.1037,2.738823,4.450642,0.0
720575940627618801,FB.985,2.778332,2.867585,1.2e-05
720575940627640475,AOTU.FB.30,2.015713,1.543458,0.000215
720575940627653114,EB.80,2.228738,0.361826,0.001164
720575940627653502,CRE.FB.35,3.779111,3.033438,0.0
720575940627666793,FB.1279,2.788544,3.51986,0.0
720575940627669886,FB.972,3.147041,3.344843,0.0
720575940627675121,FB.102,3.509834,4.359414,0.019455
720575940627712335,FB.1130,2.933053,2.144211,0.0
720575940627723338,FB.476,3.114542,3.368781,0.0
720575940627730206,FB.488,3.130302,4.806042,0.002999
720575940627740922,FB.245,3.065543,4.809781,0.001255
720575940627768698,FB.133,3.32013,3.711218,0.002621
720575940627777527,FB.623,3.35016,2.814088,0.0
720575940627778137,AOTU.FB.14,2.320067,2.183204,0.0
720575940627779560,CRE.FB.8,2.965218,3.305899,0.0
720575940627782014,FB.132,3.140106,4.658011,0.005324
720575940627786270,FB.163,2.84416,4.770524,0.010565
720575940627798266,FB.CRE.89,0.777975,2.564592,0.0
720575940627798654,FB.804,3.208623,2.675097,0.000144
720575940627799808,FB.1278,2.970868,3.74982,0.0
720575940627807994,FB.112,2.998826,4.034988,0.0014
720575940627826448,FB.1241,2.926929,3.471276,0.0
720575940627831657,FB.720,2.723623,3.135302,4e-06
720575940627851458,FB.1196,2.849804,3.612105,0.0
720575940627852226,FB.1240,2.827727,3.08791,0.0
720575940627877114,EB.179,0.597462,2.432837,0.0
720575940627890072,EB.115,0.55825,1.289348,1e-06
720575940627899900,FB.158,4.26253,4.055064,0.066527
720575940627900871,CRE.FB.21,3.031064,2.018484,0.0
720575940627901687,FB.788,2.896253,4.673178,0.001187
720575940627916410,FB.934,3.04749,3.555976,0.0
720575940627929722,FB.754,2.978497,3.809912,2.7e-05
720575940627934449,PB.81,3.442842,2.241107,0.0
720575940627935610,FB.430,3.012051,4.745364,0.00279
720575940627943966,FB.327,2.774183,4.287887,8.1e-05
720575940627958046,EB.219,0.622924,2.725408,0.0
720575940627965187,FB.311,3.086358,2.529385,0.001171
720575940628003739,FB.38,3.332518,4.676689,0.017197
720575940628014441,SLP.FB.1,3.565422,3.582762,0.004861
720575940628029378,FB.127,3.149732,4.595152,0.004289
720575940628029634,NO.FB.33,4.15384,3.375772,0.0
720575940628031531,NO.91,2.416474,2.11749,0.0
720575940628050950,FB.16,3.749438,3.970083,0.00505
720575940628057862,FB.452,2.9182,3.633657,0.0
720575940628067846,FB.303,3.028314,4.688377,0.001373
720575940628072748,NO.164,2.205299,2.038091,0.0
720575940628073235,FB.1163,2.288094,1.678988,0.0
720575940628078908,AOTU.FB.39,2.168559,2.277809,0.001178
720575940628083712,FB.1129,2.75277,3.678552,0.0
720575940628088823,FB.1195,2.697668,2.172959,1.4e-05
720575940628104061,FB.449,3.12984,3.826637,0.000164
720575940628105353,FB.1288,2.95165,2.448335,0.0
720575940628120402,FB.151,3.131523,4.68653,0.012173
720575940628136809,FB.286,3.147243,4.785048,0.001042
720575940628137222,CRE.FB.33,3.070172,3.32933,0.0
720575940628141818,FB.933,2.823358,2.657532,0.0
720575940628144254,FB.537,3.350931,2.756666,0.001703
720575940628164140,FB.765,2.799844,2.298626,0.0
720575940628165019,FB.137,3.388395,3.881206,0.003718
720575940628168458,FB.67,3.542273,4.061965,0.005879
720575940628174415,FB.178,3.169916,3.2903,0.0
720575940628182722,FB.1376,2.113572,3.012845,0.0
720575940628194895,FB.1025,2.157263,3.832975,0.0
720575940628206391,FB.515,3.29877,3.762561,2.8e-05
720575940628207951,FB.971,2.91879,3.274981,0.0
720575940628211244,FB.293,3.337557,4.304703,0.002699
720575940628211340,NO.113,2.350729,0.797536,0.0
720575940628218959,NO.139,2.632073,1.909879,0.0
720575940628219479,FB.292,3.156395,4.487145,0.000426
720575940628320515,FB.764,3.143824,4.071902,1.1e-05
720575940628352000,FB.1335,1.948298,3.26508,0.0
720575940628377856,FB.MB_ML.1,3.131648,4.612735,0.004762
720575940628382203,FB.369,3.024389,2.693492,9e-06
720575940628386686,FB.719,3.055852,4.10468,0.0
720575940628386942,FB.578,2.798354,3.87848,0.0
720575940628458812,FB.718,3.238622,4.218278,0.001034
720575940628471868,FB.1128,2.866285,2.993667,0.0
720575940628493572,EB.23,0.561744,0.790619,0.000206
720575940628523819,FB.206,3.421654,2.393686,0.001183
720575940628527247,FB.12,3.377195,4.636306,0.003469
720575940628567034,FB.639,2.976328,3.737072,9.9e-05
720575940628576250,FB.318,3.245107,4.576614,0.001025
720575940628585922,NO.215,1.444024,1.743925,0.0
720575940628585978,FB.916,3.525071,3.068503,0.0
720575940628621563,FB.341,3.434314,3.673616,0.000383
720575940628628987,FB.203,3.054067,4.213309,0.0
720575940628639735,FB.1075,2.66433,2.378915,0.0
720575940628668610,FB.970,3.09729,2.601361,0.0
720575940628675948,FB.954,2.924929,3.712704,0.0
720575940628695034,FB.1150,2.88503,2.89585,0.0
720575940628695660,FB.1127,2.831283,3.647233,0.0
720575940628705271,FB.356,2.998056,3.051859,1.6e-05
720575940628707858,FB.932,3.012436,2.769374,2e-06
720575940628708624,FB.686,3.0858,3.311797,0.004137
720575940628710014,FB.SMP.24,1.948216,3.466399,0.0
720575940628716360,FB.391,3.072092,3.501106,0.0
720575940628720079,FB.1024,2.806754,2.521386,1e-06
720575940628733292,EB.76,0.522597,2.389571,0.0
720575940628763002,NO.FB.65,2.525125,2.421707,1.7e-05
720575940628764268,FB.883,3.113006,3.808449,0.0
720575940628766780,FB.824,3.016611,3.905321,0.0
720575940628789626,FB.435,2.819069,4.709885,0.002777
720575940628789698,FB.1317,2.590214,3.252728,0.0
720575940628793982,FB.3,3.551152,4.448779,0.00524
720575940628797512,FB.850,2.913159,2.804234,1.7e-05
720575940628802041,EB.22,0.775235,0.808616,0.0
720575940628802632,FB.1105,2.833838,2.778624,0.000604
720575940628805327,FB.1239,3.010631,2.04581,0.0
720575940628805636,FB.1372,2.570394,2.4081,0.0
720575940628809687,SMP.FB.6,3.467085,3.776827,0.000112
720575940628810071,FB.803,2.660966,3.111292,1e-06
720575940628812548,FB.1236,2.755155,3.191492,0.0
720575940628819447,NO.FB.71,2.508339,1.673108,0.0
720575940628843458,EB.9,0.814426,0.805193,0.0
720575940628856514,CRE.FB.25,2.985128,2.492331,0.0
720575940628858873,FB.SMP.64,0.733476,2.750859,0.0
720575940628860476,FB.344,3.110917,4.852172,0.000844
720575940628883838,FB.1060,2.457414,1.703625,3.1e-05
720575940628907524,FB.255,3.322654,4.40533,0.001286
720575940628909950,SMP.1375,2.37132,2.2438,0.0
720575940628940994,SMP.FB.24,3.293441,3.27195,0.0
720575940628967168,CRE.FB.28,3.070919,2.980832,2e-06
720575940628972119,NO.146,2.817476,2.035802,0.0
720575940628990713,FB.702,3.101402,3.858981,0.0
720575940628999929,FB.753,2.94268,3.662537,0.000493
720575940629000603,FB.244,3.109625,3.206935,1e-06
720575940629008079,FB.1375,2.832317,1.962131,0.0
720575940629039660,FB.57,3.063928,4.780842,0.014586
720575940629076473,FB.134,3.216624,4.609063,0.002841
720575940629079084,FB.1277,2.033154,3.983931,0.0
720575940629111035,FB.CRE.19,2.315656,3.133794,0.0
720575940629112060,FB.267,3.365801,3.541097,0.0
720575940629112579,NO.FB.1,3.584005,3.638336,0.0
720575940629113388,FB.180,4.116448,3.951098,0.008502
720575940629133820,FB.1325,1.848389,2.245933,0.00019
720575940629135378,FB.1149,3.077919,2.185495,0.0
720575940629139708,FB.1282,3.231939,3.090237,0.0
720575940629174012,FB.166,3.211474,4.027248,0.000287
720575940629196283,FB.882,3.083675,3.059729,0.000624
720575940629202681,FB.1023,3.120295,3.443682,0.000155
720575940629213639,EB.139,0.73351,0.788705,1.2e-05
720575940629229586,FB.900,2.943508,2.419294,0.0
720575940629272850,FB.1168,3.020657,3.274739,3e-05
720575940629315900,FB.1194,2.739472,2.548413,0.0
720575940629331663,FB.514,2.860203,4.490804,0.001421
720575940629342479,FB.281,3.462267,3.624033,2.1e-05
720575940629343196,FB.1126,2.718911,3.159469,1e-06
720575940629345527,SMP.1178,2.33237,2.855633,0.0
720575940629372747,FB.787,2.949935,3.001677,7e-06
720575940629391179,FB.1096,2.973993,3.103805,0.0
720575940629423580,FB.CRE.75,2.129564,4.097646,0.0
720575940629424202,FB.590,3.291844,3.218131,2.2e-05
720575940629468739,FB.317,3.282937,4.410591,0.00073
720575940629469378,AOTU.CRE.16,1.930575,2.243189,0.000987
720575940629483735,FB.385,3.118582,4.657992,0.002227
720575940629497462,NO.58,2.518011,2.071393,0.0
720575940629506012,FB.111,3.520141,3.549694,0.022253
720575940629516793,NO.193,2.240374,1.145388,0.0
720575940629526570,NO.FB.21,4.030412,2.653755,0.0
720575940629535788,FB.1001,3.147565,2.890658,0.0
720575940629538858,FB.802,3.130814,2.551021,1e-05
720575940629550039,NO.80,2.427952,2.115765,0.0
720575940629552633,FB.763,2.598757,4.149162,0.0
720575940629576960,FB.1356,2.085111,3.019394,0.0
720575940629597647,NO.90,2.048363,1.740021,0.0
720575940629606475,FB.LAL.37,0.748767,3.659145,0.012146
720575940629609167,NO.112,2.537434,1.907095,0.0
720575940629615417,SMP.FB.27,3.097691,2.285325,8e-06
720575940629681168,AOTU.FB.41,2.068666,2.296439,0.0
720575940629691753,GA.PB.1,0.977923,2.247684,0.0
720575940629699781,FB.326,2.918224,3.45043,0.000765
720575940629700138,FB.915,2.91529,3.698489,0.0
720575940629703722,FB.685,3.016441,3.962248,0.0
720575940629711376,EB.184,1.094083,2.564365,0.0
720575940629712727,NO.FB.23,4.07228,3.563027,0.0
720575940629720848,EB.137,0.489064,0.565501,0.0
720575940629733114,EB.167,0.647258,1.290811,0.0
720575940629750138,LAL.FB.1,3.339125,3.431198,4e-06
720575940629757496,FB.668,3.1277,3.08244,7e-06
720575940629758762,NO.FB.32,4.17939,3.512867,0.0
720575940629801291,FB.SMP.41,1.938503,3.666455,0.0
720575940629823993,FB.969,2.977046,3.421778,0.0
720575940629827907,FB.762,3.1454,3.881067,0.0
720575940629836611,FB.881,2.459444,1.89427,5.1e-05
720575940629842499,FB.1223,2.968967,3.024709,0.0
720575940629846636,FB.1193,3.013893,3.125669,0.0
720575940629846841,FB.1022,3.060801,3.904546,2e-06
720575940629860683,FB.801,3.01456,3.488716,0.0
720575940629864515,FB.1238,2.916905,2.571987,0.0
720575940629899628,FB.968,3.150722,2.141753,0.000857
720575940629902206,EB.18,0.762756,2.23192,0.0
720575940629907052,FB.1334,2.575366,2.636384,0.0
720575940629909199,FB.121,3.166381,4.107955,0.000205
720575940629922934,FB.LAL.19,2.516345,4.931273,0.000534
720575940629947704,FB.SMP.9,2.007673,3.912204,0.0
720575940629955915,FB.684,3.282552,4.06493,0.000313
720575940629957432,FB.1354,2.771731,1.38274,0.0
720575940629983884,FB.1074,2.953007,3.267969,0.0
720575940629999119,NO.75,3.600618,0.689187,0.0
720575940630007237,SMP.FB.21,3.397907,3.517075,0.000889
720575940630007916,FB.145,4.213608,4.014385,0.018509
720575940630017593,FB.1192,2.798138,3.124189,0.0
720575940630019323,NO.FB.12,4.2163,3.751071,6e-05
720575940630019385,FB.736,2.867394,4.319936,0.001905
720575940630020409,FB.531,3.310041,3.750495,0.000864
720575940630021115,FB.249,3.30275,4.478061,0.003433
720575940630025528,FB.316,3.19974,4.686642,0.001092
720575940630050105,NO.FB.51,2.370225,0.732879,0.0
720575940630057258,FB.269,3.164093,2.722865,0.002316
720575940630058827,NO.122,2.741257,1.33008,0.0
720575940630087030,FB.588,3.081845,4.066955,0.0
720575940630089031,FB.445,3.373785,3.901731,0.0
720575940630111628,FB.1191,2.875076,1.701616,0.0
720575940630145071,SLP.FB.12,2.977605,3.022579,0.0
720575940630148655,FB.462,2.933336,4.530491,0.00036
720575940630179781,FB.222,2.864083,3.149785,0.000597
720575940630199759,FB.355,3.121064,4.359332,0.000794
720575940630252955,SMP.FB.42,3.395795,1.710422,0.0
720575940630256402,FB.374,2.678953,4.27654,0.001408
720575940630268044,FB.1190,2.903723,3.156498,1e-06
720575940630278028,NO.79,2.677244,2.035739,0.0
720575940630286639,SMP.1861,2.0824,2.418364,0.0
720575940630293445,SLP.533,2.981533,1.999385,0.0
720575940630306095,FB.558,2.95692,3.354087,0.0
720575940630329820,FB.1299,2.729663,1.723215,0.0
720575940630335596,FB.701,3.310269,4.549823,0.000517
720575940630398551,FB.1021,3.158374,3.037149,0.0
720575940630404655,FB.899,3.397256,3.277551,0.0
720575940630410321,NO.173,2.238631,1.520263,0.0
720575940630411311,FB.1046,3.135354,2.890346,0.000148
720575940630411823,NO.253,1.832861,1.187366,0.0
720575940630427340,FB.1059,2.74863,2.36393,4e-06
720575940630434430,FB.1070,2.929885,2.541894,0.0
720575940630444625,FB.65,3.337788,4.613875,0.010154
720575940630463007,FB.1353,2.380971,2.522737,0.0
720575940630479631,FB.1343,2.847908,3.101189,0.0
720575940630504991,FB.1095,2.810866,3.455489,0.0
720575940630520314,FB.98,4.302063,4.022425,0.090367
720575940630539335,FB.652,3.116122,2.565972,0.0
720575940630541416,FB.866,2.662438,3.251367,1.2e-05
720575940630556743,FB.493,3.333024,3.762062,0.001719
720575940630580255,FB.914,3.111837,3.151789,0.000203
720575940630590255,FB.89,3.152468,4.387449,0.00511
720575940630591506,FB.638,3.005608,3.393745,0.000762
720575940630596921,NO.252,1.96029,1.905128,0.0
720575940630631736,FB.LAL.45,0.740101,3.030197,0.000365
720575940630644132,FB.967,2.893713,3.358818,0.0
720575940630666404,EB.144,0.786388,0.22722,0.0
720575940630671953,FB.161,3.055847,3.655321,0.000751
720575940630692143,FB.760,3.421613,3.735401,0.0
720575940630696399,FB.429,3.13065,3.293064,0.0
720575940630706247,AOTU.FB.45,1.909852,2.158649,1e-06
720575940630735378,FB.1125,3.019561,3.715464,0.0
720575940630736170,FB.1000,3.085334,2.86057,0.0
720575940630748876,FB.230,3.116497,4.104104,6.8e-05
